序号,求职者id,姓名,期望岗位,性别,年龄,居住地址,工作经验,自我评价,期望薪资低,期望薪资高,工作性质,期望行业,工作地区,到岗时间,简历关键词,学历,学科专业,学历数值,工作经验数值,自我评价-分词
51,1573938917198135296,李女士,"[""Hadoop大数据开发工程师""]",1.0,22,"[""湖南省"",""湘潭市"",""雨湖区""]",无经验,"掌握Java、Python的基础语法，以及常用的数据结构与算法
掌握Hadoop、Hive 、Spark的基本原理以及使用，使用过Flume、Sqoop、Azkaban、Zookeeper、Kafka等组件
掌握SQL语法及函数的使用，以及相应的索引原理、存储引擎、事务等
掌握Linux系统的常用命",10000,15000,1,"[""互联网""]","[""广东省"",""广州市"",""番禺区""]",无,[],本科 ,数据科学与大数据技术 ,3,0,"['掌握', 'Java', 'Python', '基础', '语法', '常用', '数据结构', '算法', '无', '掌握', 'Hadoop', 'Hive', ' ', 'Spark', '基本原理', '使用', '使用', 'Flume', 'Sqoop', 'Azkaban', 'Zookeeper', 'Kafka', '组件', '无', '掌握', 'SQL', '语法', '函数', '使用', '相应', '索引', '原理', '存储', '引擎', '事务', '无', '掌握', 'Linux', '系统', '常用', '命']"
52,1569987734318219264,马先生,"[""数据分析师"",""数据挖掘工程师"",""图像处理工程师""]",0.0,23,"[""广西壮族自治区"",""南宁市"",""兴宁区""]",1年工作经验," 工作积极认真，细心负责，适应能力强、学习能力强、性格开朗、善于创新、敢于迎接挑战。
 熟练运用办公自动化软件，有较强的编程能力和分析能力。
 掌握 python、SAS、matlab 等软件；熟悉 SQL、C 语言、R 语言等编程软件。",8000,12000,1,"[""互联网"",""媒体"",""数据服务""]","[""广东省"",""广州市"",""天河区""]",时间待议,[],本科 ,应用统计学 ,3,1,"['\uf06c', ' ', '工作', '积极', '认真', '细心', '负责', '适应能力', '强', '学习', '能力', '强', '性格开朗', '善于', '创新', '敢于', '迎接挑战', '无', '\uf06c', ' ', '熟练', '运用', '办公自动化', '软件', '强', '编程', '能力', '分析', '能力', '无', '\uf06c', ' ', '掌握', ' ', 'python', 'SAS', 'matlab', ' ', '软件', '熟悉', ' ', 'SQL', 'C', ' ', '语言', 'R', ' ', '语言', '编程', '软件']"
53,1569514123790778368,杨先生,"[""数据分析师""]",0.0,22,"[""湖北省"",""武汉市"",""洪山区""]",无经验,"1.本人性格稳重随和、谈吐幽默风趣、具有优秀的社交能力和的组织协调能力。
2.适应能力强、可塑性高、具有进取精神和团队荣誉感。
3.强烈事业心和责任感使我能够面对任何困和和挑战。",7000,10000,0,"[""互联网""]","[""湖北省"",""武汉市"",""洪山区""]",时间待议,[],无,无,0,0,"['1', '本人', '性格', '稳重', '随和', '谈吐', '幽默', '风趣', '具有', '优秀', '社交能力', '组织协调', '能力', '无', '2', '适应能力', '强', '可塑性', '高', '具有', '进取精神', '团队', '荣誉感', '无', '3', '强烈', '事业心', '责任感', '使', '能够', '面对', '困', '挑战']"
54,1562334736783900672,黄先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,23,"[""广东省"",""广州市"",""天河区""]",无经验,掌握python基础技能，有数据挖掘，数据分析经历，能通过python对大数据进行分析与预测。积极向上，学习能力强,4000,8000,1,"[""不限""]","[""广东省"",""广州市"",""天河区""]",随时到岗,[],本科 ,信息与计算科学 ,3,0,"['掌握', 'python', '基础', '技能', '数据挖掘', '数据分析', '经历', 'python', '对大', '数据', '进行', '分析', '预测', '积极向上', '学习', '能力', '强']"
55,1554782002648055808,李女士,"[""数据分析师"",""数据挖掘工程师""]",1.0,24,"[""广东省"",""广州市"",""白云区""]",1年工作经验,"1、性格开朗外向，珍惜每一次学习机会，有较好的自学能力以及自我管理能力。
2、专业水平扎实，成绩优异，多次担任班干部，团队意识以及领导能力较强。
3、有半年的数据分析实习经验，并在实习期间按期完成工作任务，取得不错的成绩。
4、具有一定的抗压能力，能吃苦，对生活充满热情，做事认真，严谨。",6000,10000,1,"[""互联网"",""金融"",""在线教育""]","[""广东省"",""广州市"",""黄埔区""]",1周后到岗,[],本科 ,统计学 ,3,1,"['1', '性格开朗', '外向', '珍惜', '一次', '学习', '机会', '好', '自学能力', '自我管理', '能力', '无', '2', '专业', '水平', '扎实', '成绩', '优异', '多次', '担任', '班干部', '团队', '意识', '领导', '能力', '较强', '无', '3', '半年', '数据分析', '实习', '经验', '实习', '期间', '按期', '完成', '工作', '任务', '取得', '不错', '成绩', '无', '4', '具有', '一定', '抗压', '能力', '吃苦', '生活', '充满热情', '做事', '认真', '严谨']"
56,1550096565136392192,蓝先生,"[""数据分析师"",""其他""]",0.0,22,"[""广东省"",""梅州市"",""兴宁市""]",1年工作经验,本人有较强的组织协调能力、活动策划能力和公关能力;具有良好的团队精神，善于与人沟通和协作;社会实践能力强，对新事物接受能力快。能熟悉掌握办公软件（word、excel、PPT）。,3000,5000,0,"[""不限""]","[""广东省"",""广州市"",""番禺区""]",时间待议,[],本科 ,数学与应用数学精算专业 ,3,1,"['本人', '强', '组织协调', '能力', '活动', '策划', '能力', '公关能力', '具有', '良好', '团队精神', '善于', '人', '沟通', '协作', '社会', '实践', '能力', '强', '新', '事物', '接受', '能力', '快', '熟悉', '掌握', '办公', '软件', 'word', 'excel', 'PPT']"
57,1541793867911790592,殷先生,"[""其他""]",0.0,24,"[""湖南省"",""长沙市"",""开福区""]",1年工作经验,具有较强的逻辑分析和再学习能力，对前端领域有所认知，积极进取，勇于挑战，为人热情，工作勤奋刻苦，出色团队意识，强烈的责任感，适应较强的工作强度，适应加班。,6000,8000,1,"[""不限""]","[""广东省"",""深圳市"",""龙岗区""]",2周后到岗,['前端开发'],本科 ,网络工程 ,3,1,"['具有', '较强', '逻辑', '分析', '再', '学习', '能力', '前端', '领域', '有所', '认知', '积极进取', '勇于', '挑战', '人', '热情', '工作勤奋', '刻苦', '出色', '团队', '意识', '强烈', '责任感', '适应', '较强', '工作', '强度', '适应', '加班']"
58,1461666278635864064,张先生,"[""数据挖掘工程师"",""算法工程师""]",0.0,31,"[""陕西省"",""咸阳市"",""杨陵区""]",1年工作经验,积极参加学术研究，具有钻研精神,10000,15000,1,"[""互联网""]","[""广东省"",""深圳市"",""宝安区""]",时间待议,"['项目经验', '机器学习', '计量分析']",本科 硕士 ,农业机械化及其自动化 管理科学与工程 ,4,1,"['积极', '参加', '学术研究', '具有', '钻研', '精神']"
59,1461663453243637760,廖女士,"[""数据分析师""]",1.0,23,"[""重庆市"",""重庆市"",""渝中区""]",无经验,"对数据挖掘分析及可视化兴趣强；
能较好地运用python和R；
性格开朗乐观，善于沟通；
学习能力较强；
有良好的团队精神，在工作中注意 团队沟通协作；
为人 诚恳，做事积极。",6000,9000,0,"[""互联网""]","[""重庆市"",""重庆市"",""渝中区""]",1周后到岗,"['项目管理', '数据分析']",本科 ,数据科学与大数技术 ,3,0,"['数据挖掘', '分析', '可视化', '兴趣', '强', '无', '好', '运用', 'python', 'R', '无', '性格开朗', '乐观', '善于', '沟通', '无', '学习', '能力', '较强', '无', '良好', '团队精神', '工作', '中', '注意', ' ', '团队', '沟通', '协作', '无', '人', ' ', '诚恳', '做事', '积极']"
60,1530030540420415488,许女士,"[""数据分析师""]",1.0,23,"[""广东省"",""汕头市"",""潮南区""]",无经验,"（1）做事注重细节和效率。在担任辅导员助理期间，协助老师完成多项学生工作，具备办公经验与沟通能力。
（2）数据分析能力。具备专业知识能力，参与多次学科竞赛，锻炼数据分析能力，曾获得2020年全国大学生数学建模竞赛一等奖。",7000,10000,1,"[""不限""]","[""广东省"",""广州市"",""海珠区""]",随时到岗,['数据分析'],本科 ,应用统计学 ,3,0,"['1', '做事', '注重', '细节', '效率', '担任', '辅导员', '助理', '期间', '协助', '老师', '完成', '多项', '学生', '工作', '具备', '办公', '经验', '沟通', '能力', '无', '2', '数据分析', '能力', '具备', '专业知识', '能力', '参与', '多次', '学科', '竞赛', '锻炼', '数据分析', '能力', '曾', '获得', '2020', '年', '全国', '大学生', '数学', '建模', '竞赛', '一等奖']"
61,1529093815066034176,梁先生,"[""数据挖掘工程师"",""数据分析师"",""机器学习工程师""]",0.0,23,"[""广东省"",""韶关市"",""浈江区""]",无经验,"1、有一定的自学能力。
2、有较强的好奇心。
3、参加过数据分析、数据挖掘的比赛经验
4、有一定的matlab、python编程经验",3000,5000,1,[],"[""广东省"",""广州市"",""海珠区""]",时间待议,[],本科 ,信息与计算科学 ,3,0,"['1', '一定', '自学能力', '无', '2', '强', '好奇心', '无', '3', '参加', '数据分析', '数据挖掘', '比赛', '经验', '无', '4', '一定', 'matlab', 'python', '编程', '经验']"
62,1461659304984707072,朱女士,"[""数据挖掘工程师"",""Hadoop大数据开发工程师""]",1.0,25,"[""广东省"",""广州市"",""黄埔区""]",无经验,主修课程包括数学分析、线性代数、C语言、概率论、Python语言基础、java程序设计、数据挖掘、文本挖掘、数学建模、深度学习等。喜欢泡CSDN论坛,6000,8000,0,"[""互联网"",""数据服务""]","[""广东省"",""广州市"",""天河区""]",随时到岗,"['深度学习', '三级网络技术', 'Office软件', 'CET4']",本科 ,信息与计算科学 ,3,0,"['主修', '课程', '包括', '数学分析', '线性代数', 'C语言', '概率论', 'Python', '语言', '基础', 'java', '程序设计', '数据挖掘', '文本', '挖掘', '数学', '建模', '深度', '学习', '喜欢', '泡', 'CSDN', '论坛']"
63,1461648125990141952,王先生,"[""数据挖掘工程师"",""数据分析师"",""机器学习工程师""]",0.0,30,"[""广东省"",""广州市"",""海珠区""]",1年工作经验,有良好的计算机与数理统计基础，以及英语阅读能力，熟悉数据数据结构与常见的算法如分治算法、动态规划；熟悉统计学和数据挖掘常用基本原理如回归分析，方差分析，主成分分析，神经网络，聚类等；熟悉常见的机器学习算法如K近邻、朴素贝叶斯、决策树、apriori、adaboost、EM算法等,12000,15000,1,"[""金融"",""互联网"",""电子商务""]","[""广东省"",""广州市"",""海珠区""]",2周后到岗,"['计算机专业', '数学基础扎实', '熟悉算法']",本科 硕士 ,信息与计算科学 应用统计学 ,4,1,"['良好', '计算机', '数理统计', '基础', '英语', '阅读', '能力', '熟悉', '数据', '数据结构', '常见', '算法', '分治', '算法', '动态', '规划', '熟悉', '统计学', '数据挖掘', '常用', '基本原理', '回归', '分析', '方差分析', '主', '成分', '分析', '神经网络', '聚类', '熟悉', '常见', '机器', '学习', '算法', 'K', '近邻', '朴素', '贝叶斯', '决策树', 'apriori', 'adaboost', 'EM', '算法']"
64,1461614384609624064,岑女士,"[""数据分析师""]",1.0,24,"[""广西壮族自治区"",""南宁市"",""青秀区""]",1年工作经验,在学习中，谦虚好学，积极进取，刻苦钻研。在工作中，认真负责，积极主动，能吃苦耐劳，有较强的的独立生活能力。大学期间，担任班级干部，并且兼任寝室长多年，有较强的组织能力、动手能力和团体协作精神。具有独特的想法，喜欢创新，有责任感和敬业精神，有崇高的理想。,5000,8000,1,"[""金融"",""电子商务""]","[""广西壮族自治区"",""南宁市"",""青秀区""]",随时到岗,"['喜欢创新', 'Python', 'PS', '网页设计']",本科 ,计算机科学与技术 ,3,1,"['学习', '中', '谦虚', '好学', '积极进取', '刻苦钻研', '工作', '中', '认真负责', '积极主动', '吃苦耐劳', '强', '独立', '生活', '能力', '大学', '期间', '担任', '班级', '干部', '兼任', '寝室', '长', '多年', '强', '组织', '能力', '动手', '能力', '团体', '协作', '精神', '具有', '独特', '想法', '喜欢', '创新', '责任感', '敬业精神', '崇高', '理想']"
65,1461601893229920256,林先生,"[""数据分析师""]",0.0,25,"[""广东省"",""广州市"",""天河区""]",无经验,"主修金融数学专业，熟悉数学以及金融专业知识；
有班长工作的经历，拥有不错的领导组织能力和团队精神；
关注数据分析行业，熟悉数据分析工作，对数据有敏锐的嗅觉以及数据的处理能力。",6000,10000,1,"[""金融""]","[""广东省"",""广州市"",""越秀区""]",2周后到岗,"['数据分析', '团队精神']",本科 ,金融数学 ,3,0,"['主修', '金融', '数学', '专业', '熟悉', '数学', '金融', '专业知识', '无', '班长', '工作', '经历', '拥有', '不错', '领导', '组织', '能力', '团队精神', '无', '关注', '数据分析', '行业', '熟悉', '数据分析', '工作', '数据', '敏锐', '嗅觉', '数据', '处理', '能力']"
66,1524204652525125632,请先生,"[""数据分析师""]",0.0,1,"[""北京市"",""北京市"",""东城区""]",无经验,qqqq,3000,5000,1,"[""电子商务""]","[""北京市"",""北京市"",""东城区""]",随时到岗,[],无,无,0,0,['qqqq']
67,1523993408442597376,余先生,"[""其他"",""数据分析师"",""机器学习工程师""]",0.0,22,"[""广东省"",""广州市"",""天河区""]",无经验,对待工作认真负责，善于沟通、协调有较强的组织能力与团队精神；活泼开朗、乐观上进、有爱心并善于施教并行；上进心强、勤于学习能不断提高自身的能力与综合素质。,3000,4000,0,"[""互联网"",""游戏"",""计算机软件""]","[""广东省"",""广州市"",""白云区""]",随时到岗,"['前端开发', 'HTML', 'CSS', 'Java']",大专 ,软件技术 ,2,0,"['对待', '工作', '认真负责', '善于', '沟通', '协调', '强', '组织', '能力', '团队精神', '活泼开朗', '乐观', '上', '进', '爱心', '善于', '施教', '并行', '上进心', '强', '勤于', '学习', '不断', '提高', '能力', '综合', '素质']"
68,1507237125567938560,焦先生,"[""数据分析师"",""数据挖掘工程师""]",0.0,33,"[""广东省"",""广州市"",""黄埔区""]",1年工作经验,tyyy,4000,6000,1,"[""互联网""]","[""广东省"",""广州市"",""黄埔区""]",无,[],无,无,0,1,['tyyy']
69,1469173034668654592,徐先生,"[""数据分析师"",""数据挖掘工程师"",""机器学习工程师""]",0.0,23,"[""广东省"",""广州市"",""天河区""]",无经验,"工作方面：对大数据分析、挖掘以及深度学习有极大热情，具备一定的数据分析、挖掘能力；
社交方面：在校任职、兼职期间，做到尽职尽责，具有良好的沟通能力、团队合作能力 。
",8000,13000,1,"[""互联网""]","[""广东省"",""广州市"",""天河区""]",时间待议,"['数据分析挖掘', '机器学习', '深度学习', '计算机视觉']",本科 ,统计学 ,3,0,"['工作', '方面', '对大', '数据分析', '挖掘', '深度', '学习', '极大', '热情', '具备', '一定', '数据分析', '挖掘', '能力', '无', '社交', '方面', '在校', '任职', '兼职', '期间', '做到', '尽职尽责', '具有', '良好', '沟通', '能力', '团队', '合作', '能力', ' ', '无']"
